purchase_platform,amount,payment_mode,transaction_date,customer_id
Snapdeal,30911.86,Net Banking,09-08-2024,5673
Ajio,27922.53,Net Banking,20-06-2024,5687
Myntra,34187.11,Credit Card,19-01-2025,5689
Ajio,26347.19,Debit Card,21-04-2024,5697
Ajio,34735.29,Debit Card,10-02-2025,5703
Amazon,23345.72,Wallet Payment,01-05-2024,5728
eBay,30512.39,Wallet Payment,07-05-2024,5735
Myntra,26391.12,Wallet Payment,19-12-2024,5742
Snapdeal,17651.03,Debit Card,04-03-2025,5743
eBay,4542.29,Credit Card,03-08-2024,5773
Amazon,40634.43,Debit Card,30-07-2024,5775
eBay,40925.55,UPI,08-03-2025,5781
Amazon,47866.18,UPI,13-02-2025,5785
eBay,27601.83,UPI,20-09-2024,5794
Myntra,7159.96,Net Banking,03-02-2025,5833
eBay,35794.28,Net Banking,05-06-2024,5835
eBay,7035.58,UPI,26-07-2024,5839
Flipkart,9855.42,Wallet Payment,01-09-2024,5847
Myntra,3674.53,Net Banking,15-07-2024,5890
Ajio,41202.62,Wallet Payment,20-10-2024,5895
eBay,49393.46,Wallet Payment,25-07-2024,5901
Amazon,43124.4,UPI,16-02-2025,5902
Ajio,5532.73,Wallet Payment,13-08-2024,5911
eBay,44868.01,UPI,26-06-2024,5915
Ajio,15326.45,Debit Card,26-01-2025,5920
Myntra,44696.32,UPI,23-07-2024,5934
eBay,37599.73,Credit Card,05-08-2024,5938
eBay,7418.5,Wallet Payment,12-07-2024,5942
eBay,37069.4,Credit Card,12-01-2025,5945
Myntra,8888.22,Net Banking,03-06-2024,5947
Myntra,28435.84,Debit Card,12-08-2024,5949
Ajio,39348.04,Debit Card,24-07-2024,5967
eBay,803.27,Net Banking,07-11-2024,5990
Amazon,15474.49,Debit Card,08-11-2024,6003
Amazon,18920.02,UPI,17-06-2024,6031
Ajio,17811.85,Wallet Payment,07-10-2024,6040
Snapdeal,38857.39,Wallet Payment,20-08-2024,6050
Flipkart,48633.18,Net Banking,26-04-2024,6052
eBay,749.66,Debit Card,08-09-2024,6053
Myntra,47426.78,Wallet Payment,26-12-2024,6055
Snapdeal,7966.61,Net Banking,04-12-2024,6062
Myntra,28005.14,Net Banking,22-02-2025,6072
Snapdeal,5059.64,Wallet Payment,09-05-2024,6083
Myntra,22446.19,Net Banking,18-06-2024,6085
eBay,19819.12,Wallet Payment,01-09-2024,6090
Snapdeal,3367.17,Credit Card,14-10-2024,6094
Myntra,4285.49,Wallet Payment,21-06-2024,6095
Myntra,34991.16,Debit Card,06-07-2024,6110
Amazon,39029.55,UPI,23-05-2024,6119
eBay,45926.06,UPI,21-12-2024,6123
eBay,9512.76,UPI,07-12-2024,6134
Ajio,38920.67,Credit Card,17-01-2025,6139
Snapdeal,11369.15,UPI,09-06-2024,6145
eBay,20919.49,UPI,23-02-2025,6147
Flipkart,32118.63,Credit Card,24-04-2024,6148
Snapdeal,8569.88,Debit Card,16-08-2024,6152
Flipkart,27778.06,Credit Card,28-12-2024,6155
Snapdeal,40776.37,Debit Card,06-11-2024,6185
Snapdeal,18292.96,Debit Card,25-10-2024,6194
eBay,25024.97,Net Banking,03-04-2024,6224
Ajio,17909.57,Wallet Payment,21-01-2025,6228
Amazon,37405.07,Net Banking,14-08-2024,6231
Myntra,4881.44,Net Banking,05-05-2024,6234
Ajio,28215.92,UPI,21-01-2025,6236
Flipkart,13376.77,Wallet Payment,08-10-2024,6238
Amazon,26416.23,UPI,14-04-2024,6241
Snapdeal,45363.42,Credit Card,12-11-2024,6246
Amazon,32993.33,Debit Card,15-01-2025,6253
Ajio,6558.06,UPI,11-09-2024,6262
Myntra,16399.46,UPI,10-11-2024,6279
Amazon,35069.55,Net Banking,30-11-2024,6280
Ajio,47394.45,Net Banking,28-04-2024,6295
Amazon,20694.28,Net Banking,24-02-2025,6301
Ajio,26730.98,Net Banking,11-09-2024,6304
Snapdeal,25566.92,Credit Card,12-08-2024,6314
Snapdeal,43094.77,Wallet Payment,29-08-2024,6327
Myntra,18501.23,Debit Card,02-07-2024,6343
Snapdeal,33811.43,Wallet Payment,10-01-2025,6364
Myntra,39608.03,Credit Card,04-04-2024,6372
eBay,18573.87,Debit Card,23-02-2025,6374
Amazon,49910.31,Wallet Payment,24-10-2024,6378
Snapdeal,1428.13,Credit Card,27-09-2024,6399
eBay,20683.81,UPI,05-02-2025,6401
Amazon,43889.9,Debit Card,14-09-2024,6409
Snapdeal,1442.63,UPI,06-12-2024,6413
Amazon,6591.06,Wallet Payment,26-06-2024,6419
eBay,48099.56,Net Banking,14-07-2024,6427
Myntra,2301.12,Net Banking,16-11-2024,6432
Amazon,35231.35,UPI,01-09-2024,6438
Amazon,48750.44,Credit Card,02-10-2024,6439
Flipkart,12004.77,Debit Card,20-10-2024,6442
Ajio,28100.54,Credit Card,23-01-2025,6491
Myntra,11700.27,UPI,12-03-2025,6493
Snapdeal,31051.11,Net Banking,16-04-2024,6500
Flipkart,24725.14,Net Banking,26-02-2025,6514
Flipkart,9119.7,Net Banking,14-03-2025,6523
eBay,46822.47,UPI,11-03-2025,6529
Flipkart,22999.69,Debit Card,14-08-2024,6530
Snapdeal,298.7,Net Banking,01-11-2024,6531
Myntra,31150.41,Debit Card,29-07-2024,6553
Ajio,22876.29,Credit Card,16-06-2024,6554
Myntra,1592.75,UPI,26-09-2024,6555
Amazon,15371.98,Net Banking,23-10-2024,6573
Snapdeal,35999.75,Credit Card,10-07-2024,6574
eBay,30177.98,Wallet Payment,30-04-2024,6598
Snapdeal,49433.42,Net Banking,25-03-2025,6600
Myntra,6565.38,Net Banking,19-01-2025,6615
Ajio,19271.42,Wallet Payment,04-11-2024,6626
Snapdeal,27748.7,Debit Card,20-08-2024,6629
Snapdeal,1581.37,Wallet Payment,17-01-2025,6635
eBay,49432.01,UPI,19-12-2024,6654
Amazon,44213.93,Credit Card,17-08-2024,6669
Flipkart,16767.87,UPI,05-07-2024,6688
Flipkart,22348.07,Wallet Payment,16-02-2025,6730
Snapdeal,31393.12,Debit Card,06-10-2024,6731
eBay,39848.93,Wallet Payment,29-07-2024,6736
Snapdeal,46991.71,Net Banking,07-04-2024,6744
Myntra,33329.23,UPI,17-10-2024,6754
eBay,19291.89,Wallet Payment,26-08-2024,6761
Flipkart,10342.63,Debit Card,09-02-2025,6772
Flipkart,27094.87,Debit Card,12-12-2024,6781
Ajio,21077.44,UPI,07-12-2024,6813
Flipkart,10443.23,Wallet Payment,22-01-2025,6829
eBay,47192.02,Debit Card,13-07-2024,6846
Amazon,47388.83,Credit Card,11-05-2024,6850
Flipkart,5619.49,Debit Card,07-04-2024,6869
Amazon,25120.35,Net Banking,19-02-2025,6873
Amazon,49432.75,Debit Card,18-11-2024,6876
Flipkart,16747.33,Credit Card,17-06-2024,6878
Flipkart,17496.89,Credit Card,15-10-2024,6882
Myntra,22102.33,Credit Card,21-10-2024,6885
Snapdeal,2654.33,Net Banking,13-04-2024,6890
Amazon,44145.32,Credit Card,03-11-2024,6912
eBay,830.35,Debit Card,22-01-2025,6925
Amazon,45184.51,Wallet Payment,05-10-2024,6928
Amazon,12072.47,Wallet Payment,06-07-2024,6942
Myntra,4035.5,Wallet Payment,30-08-2024,6947
eBay,5095.18,Credit Card,07-10-2024,6977
eBay,4546.36,Credit Card,16-10-2024,6978
Myntra,33164.6,Debit Card,03-08-2024,6994
Amazon,29240.55,Wallet Payment,25-02-2025,7001
Ajio,23370.93,Debit Card,18-02-2025,7006
eBay,34024.23,Credit Card,09-08-2024,7012
Amazon,5420.21,Net Banking,30-05-2024,7018
Myntra,29782.55,Debit Card,30-09-2024,7035
Flipkart,31846.02,Debit Card,01-01-2025,7044
Myntra,24436.76,Wallet Payment,07-05-2024,7046
Snapdeal,32599.85,Credit Card,15-02-2025,7070
Myntra,1768.29,UPI,17-03-2025,7078
Ajio,26395.95,UPI,04-11-2024,7086
Snapdeal,38658.98,Net Banking,28-05-2024,7092
Amazon,48268.38,UPI,29-04-2024,7102
Snapdeal,21894.48,Net Banking,11-12-2024,7118
Amazon,25191.55,Debit Card,07-10-2024,7121
Amazon,35846.35,UPI,19-04-2024,7131
Myntra,25138.25,Wallet Payment,26-01-2025,7132
Myntra,31845.28,UPI,10-04-2024,7149
Flipkart,35541.49,Debit Card,16-12-2024,7164
Ajio,8985.79,Debit Card,25-09-2024,7176
Myntra,48832.97,UPI,13-04-2024,7179
Ajio,14703.97,Debit Card,10-10-2024,7184
Ajio,9386.8,UPI,20-12-2024,7199
Flipkart,26282.53,UPI,09-05-2024,7214
Myntra,35713.15,Wallet Payment,10-10-2024,7216
Myntra,9102.58,Debit Card,13-06-2024,7220
Snapdeal,19816.44,Net Banking,26-12-2024,7223
Amazon,35602.18,Credit Card,18-12-2024,7225
Ajio,23048.58,Credit Card,05-10-2024,7227
eBay,47626.15,UPI,22-06-2024,7229
Myntra,22285.77,Debit Card,02-04-2024,7244
Myntra,46605.89,Wallet Payment,02-09-2024,7246
Amazon,13293.36,Debit Card,16-08-2024,7253
Ajio,6540.92,Net Banking,17-02-2025,7267
Ajio,16522.64,Net Banking,16-11-2024,7284
Snapdeal,3974.45,Net Banking,28-08-2024,7286
Ajio,48994.06,Debit Card,26-10-2024,7290
Myntra,25787.48,Wallet Payment,09-06-2024,7305
Amazon,13942.7,Wallet Payment,23-01-2025,7311
Amazon,13859.05,Wallet Payment,17-10-2024,7338
Ajio,2532.04,Wallet Payment,17-06-2024,7363
Flipkart,38064.77,Net Banking,07-07-2024,7375
Flipkart,28439.73,Wallet Payment,08-12-2024,7383
Flipkart,38830.29,Wallet Payment,31-05-2024,7389
Flipkart,38983.7,Net Banking,11-10-2024,7396
Snapdeal,38030.54,UPI,01-10-2024,7401
Ajio,8641.49,Net Banking,28-03-2024,7415
Amazon,25060.7,UPI,31-10-2024,7418
Ajio,38887.02,Credit Card,21-02-2025,7421
Flipkart,48565.74,UPI,22-08-2024,7434
Amazon,42436.82,Credit Card,29-03-2024,7437
Amazon,23272.68,Debit Card,07-08-2024,7438
Snapdeal,33709.88,Credit Card,12-12-2024,7455
eBay,6509.67,Debit Card,10-05-2024,7461
eBay,9529.85,Debit Card,08-06-2024,7471
Snapdeal,2603.59,Debit Card,04-07-2024,7475
Amazon,49269.4,Debit Card,15-02-2025,7481
Flipkart,22758.49,Debit Card,14-07-2024,7483
eBay,21296.4,Net Banking,30-07-2024,7484
Ajio,41717.73,UPI,25-08-2024,7499
eBay,14984.77,UPI,11-11-2024,7502
eBay,29445.31,Wallet Payment,07-01-2025,7504
Snapdeal,16776.26,Net Banking,21-01-2025,7511
Snapdeal,22870.45,Debit Card,28-12-2024,7512
Snapdeal,14416.56,Wallet Payment,17-06-2024,7523
Snapdeal,2206.21,Debit Card,25-08-2024,7543
Flipkart,27672.86,Credit Card,18-12-2024,7547
Snapdeal,17180.44,Debit Card,28-01-2025,7553
Myntra,29973.43,Debit Card,09-04-2024,7566
Ajio,9230.73,Net Banking,11-10-2024,7567
Ajio,43860.56,UPI,06-04-2024,7570
Snapdeal,15495.9,UPI,01-06-2024,7572
Myntra,49819.32,UPI,22-07-2024,7581
Snapdeal,12170.3,UPI,21-09-2024,7592
Myntra,47754.87,Wallet Payment,28-08-2024,7594
Flipkart,46632.49,Credit Card,10-02-2025,7606
Snapdeal,43836.74,Wallet Payment,30-03-2024,7607
Snapdeal,46023.02,Net Banking,21-03-2025,7609
Ajio,16216.49,Wallet Payment,12-03-2025,7615
Amazon,21582.83,UPI,18-08-2024,7620
Myntra,8583.31,Credit Card,11-06-2024,7624
Ajio,37363.85,Wallet Payment,08-11-2024,7625
Amazon,16331.96,Credit Card,15-03-2025,7643
Snapdeal,29469.54,Credit Card,23-09-2024,7653
Snapdeal,26382.86,Credit Card,21-06-2024,7655
Snapdeal,14606.68,UPI,13-07-2024,7658
Flipkart,47846.25,UPI,19-12-2024,7684
eBay,8023.99,Debit Card,27-09-2024,7686
Flipkart,41688.31,Net Banking,25-04-2024,7688
Snapdeal,6708.28,UPI,28-08-2024,7698
Ajio,38318.18,Debit Card,18-01-2025,7703
Ajio,34550.74,Wallet Payment,07-09-2024,7708
Ajio,43965.47,Debit Card,21-08-2024,7730
Snapdeal,40465.62,Net Banking,06-03-2025,7732
Snapdeal,1001.11,Net Banking,11-01-2025,7738
Flipkart,8210.79,Net Banking,01-12-2024,7751
eBay,27350.13,Credit Card,24-10-2024,7761
eBay,34180.06,UPI,16-02-2025,7767
Amazon,32480.91,Wallet Payment,03-04-2024,7782
Amazon,36161.27,Wallet Payment,17-03-2025,7786
eBay,48687.87,Debit Card,25-02-2025,7797
Myntra,33718.32,Net Banking,24-03-2025,7798
Snapdeal,44529.58,Credit Card,04-07-2024,7807
Snapdeal,48846.34,Credit Card,12-05-2024,7812
Amazon,44648.65,UPI,17-01-2025,7818
Flipkart,3277.07,Debit Card,26-05-2024,7828
Ajio,23902.44,Debit Card,19-08-2024,7841
Flipkart,30546.69,UPI,18-07-2024,7850
Myntra,40077.38,UPI,07-04-2024,7853
Flipkart,48824.53,Wallet Payment,30-11-2024,7857
eBay,4416.51,Wallet Payment,07-09-2024,7862
Ajio,25231.06,UPI,21-01-2025,7868
Snapdeal,46382.73,Net Banking,13-03-2025,7870
Amazon,42731.38,Credit Card,17-06-2024,7874
Ajio,4915.95,Credit Card,24-02-2025,7878
Amazon,45504.9,Credit Card,28-10-2024,7887
Amazon,34906.82,Net Banking,29-08-2024,7888
Amazon,48477.24,Debit Card,07-05-2024,7895
Ajio,13810.56,Credit Card,23-03-2025,7897
Ajio,6444.12,UPI,25-01-2025,7906
Ajio,23433.55,Debit Card,16-10-2024,7909
Myntra,5264.04,Net Banking,02-06-2024,7916
Ajio,12655.57,Net Banking,23-04-2024,7929
Flipkart,6963.17,Debit Card,16-06-2024,7939
Snapdeal,18171.75,UPI,19-12-2024,7981
eBay,39978.66,UPI,31-05-2024,7991
Snapdeal,48049.89,Debit Card,25-03-2025,8007
eBay,21206.35,Debit Card,06-04-2024,8022
Amazon,589.12,Wallet Payment,28-07-2024,8025
Flipkart,22660.68,UPI,31-07-2024,8033
Myntra,40216.76,Debit Card,02-06-2024,8034
Myntra,31085.58,Debit Card,01-04-2024,8052
Snapdeal,47755.94,Credit Card,22-04-2024,8054
Myntra,26307.9,Debit Card,10-02-2025,8055
Ajio,13518.22,Net Banking,29-09-2024,8060
eBay,11791.43,Debit Card,26-11-2024,8080
Amazon,9527.11,Credit Card,14-03-2025,8091
eBay,37479.15,Wallet Payment,05-09-2024,8105
Amazon,15881.25,Wallet Payment,01-09-2024,8126
Myntra,11349.17,Debit Card,04-06-2024,8138
Snapdeal,34378.45,Net Banking,23-10-2024,8141
Snapdeal,11135.48,Wallet Payment,30-11-2024,8144
Snapdeal,46491.22,Wallet Payment,27-03-2024,8161
Amazon,23254.8,Credit Card,11-12-2024,8172
Snapdeal,32104.48,Credit Card,07-01-2025,8178
eBay,42551.19,Debit Card,29-12-2024,8179
Ajio,26977.62,Credit Card,06-12-2024,8205
Ajio,22152.08,Net Banking,01-04-2024,8210
Amazon,33176.55,UPI,28-02-2025,8218
Ajio,29720.41,UPI,01-07-2024,8230
Amazon,3264.05,Net Banking,04-02-2025,8231
Flipkart,26674.48,UPI,16-02-2025,8242
eBay,47759.67,Credit Card,14-11-2024,8245
Myntra,28061.37,Credit Card,02-08-2024,8251
Ajio,43436.1,UPI,22-04-2024,8259
Ajio,20194.33,Net Banking,22-04-2024,8265
Flipkart,45245.9,Wallet Payment,19-11-2024,8273
Ajio,44677.41,UPI,27-09-2024,8303
Myntra,44273.09,Wallet Payment,10-03-2025,8308
Myntra,46963.96,Net Banking,10-01-2025,8341
Flipkart,7277.91,Net Banking,26-07-2024,8342
Flipkart,31504.21,UPI,05-04-2024,8344
Myntra,49786.73,Credit Card,26-07-2024,8355
Flipkart,3495.72,UPI,13-03-2025,8405
Flipkart,29543.14,Wallet Payment,30-01-2025,8406
Amazon,12436.69,Credit Card,21-01-2025,8412
Ajio,16307.97,Wallet Payment,16-03-2025,8417
eBay,35676.47,UPI,19-04-2024,8429
Myntra,26678.68,Credit Card,06-01-2025,8433
Amazon,41748.98,UPI,18-10-2024,8449
Amazon,11869.78,Net Banking,06-09-2024,8450
Snapdeal,14790.45,UPI,06-10-2024,8460
Snapdeal,44529.73,Wallet Payment,30-05-2024,8469
Snapdeal,6124.83,Net Banking,28-07-2024,8484
Snapdeal,6184.92,Credit Card,15-05-2024,8489
Myntra,26110.27,UPI,12-08-2024,8496
Ajio,10018.07,UPI,06-07-2024,8517
Flipkart,8927.88,UPI,31-12-2024,8518
eBay,6325.78,UPI,21-06-2024,8520
Flipkart,4243.16,UPI,14-01-2025,8527
eBay,35153.15,Credit Card,13-01-2025,8529
eBay,33574.97,Net Banking,05-07-2024,8531
Flipkart,37745.93,Credit Card,14-07-2024,8532
eBay,32471.96,Debit Card,27-10-2024,8555
Myntra,25929.11,Wallet Payment,01-09-2024,8563
Myntra,31740.17,UPI,23-08-2024,8565
Myntra,45917.27,Debit Card,26-10-2024,8585
Myntra,591.57,Wallet Payment,29-05-2024,8601
eBay,28370.76,Wallet Payment,22-07-2024,8606
Amazon,49769.08,Credit Card,27-02-2025,8612
Ajio,33116.77,Wallet Payment,30-11-2024,8613
Flipkart,17236.76,UPI,05-10-2024,8625
Flipkart,44590.98,Debit Card,23-02-2025,8635
Myntra,41105.74,Net Banking,12-09-2024,8668
Flipkart,14208.14,Debit Card,01-01-2025,8673
Ajio,12725.32,Debit Card,16-07-2024,8684
Amazon,37354.98,Wallet Payment,09-09-2024,8685
Amazon,29232.83,Debit Card,05-02-2025,8688
Snapdeal,43912.3,Credit Card,12-10-2024,8690
Ajio,33230.78,Wallet Payment,27-11-2024,8699
Snapdeal,14502.38,Credit Card,28-08-2024,8700
Myntra,23656.36,Debit Card,25-04-2024,8709
Flipkart,40661.04,UPI,18-12-2024,8710
Amazon,37294.15,Credit Card,22-08-2024,8717
Flipkart,34358.74,Net Banking,07-06-2024,8726
eBay,10996.21,UPI,25-05-2024,8740
Flipkart,1359.37,Wallet Payment,29-01-2025,8744
Ajio,20655.22,UPI,25-03-2025,8750
Flipkart,16765.71,Wallet Payment,27-08-2024,8761
eBay,44873.11,Debit Card,13-01-2025,8775
Amazon,46005.99,Net Banking,16-09-2024,8790
Flipkart,40899.64,Net Banking,14-10-2024,8793
eBay,28698.78,Wallet Payment,16-10-2024,8798
Myntra,1510.84,Wallet Payment,13-04-2024,8811
Amazon,32501.37,Debit Card,13-01-2025,8814
Amazon,2214.72,Net Banking,26-11-2024,8822
eBay,41138.14,UPI,25-01-2025,8831
Snapdeal,33905.65,Debit Card,10-12-2024,8834
Snapdeal,7966.57,Wallet Payment,28-07-2024,8837
Amazon,38934.73,Debit Card,28-03-2024,8846
Snapdeal,43566.87,Debit Card,13-12-2024,8848
Myntra,4627.7,UPI,26-07-2024,8849
eBay,43850.87,Net Banking,06-04-2024,8859
Myntra,37476.94,Debit Card,20-12-2024,8869
Amazon,4339.17,Wallet Payment,23-01-2025,8909
Myntra,20101.38,Net Banking,15-12-2024,8912
Amazon,13088.32,Wallet Payment,29-04-2024,8916
Snapdeal,7599.02,Net Banking,25-06-2024,8941
Myntra,35572.12,Credit Card,23-06-2024,8953
eBay,43365.09,Net Banking,07-03-2025,8972
eBay,39283.44,Credit Card,17-11-2024,8973
eBay,45962.35,UPI,23-01-2025,8982
Myntra,22912.92,Debit Card,05-03-2025,8993
Snapdeal,17058.64,Net Banking,14-08-2024,8994
eBay,32217.88,Debit Card,15-08-2024,9022
Ajio,11569.18,Net Banking,25-05-2024,9031
Flipkart,31357.23,Credit Card,14-02-2025,9037
eBay,48328.32,UPI,30-12-2024,9042
Myntra,40206.1,Wallet Payment,14-06-2024,9043
eBay,8804.91,Net Banking,19-07-2024,9047
eBay,46109.1,UPI,20-01-2025,9055
eBay,39775.2,Debit Card,16-04-2024,9056
Myntra,33933.99,Net Banking,08-05-2024,9064
Ajio,27977.53,Wallet Payment,09-10-2024,9071
Flipkart,22285.18,Debit Card,12-04-2024,9095
Ajio,43039.26,Credit Card,27-02-2025,9115
Snapdeal,27443.89,Debit Card,21-03-2025,9117
eBay,13581.49,Wallet Payment,22-06-2024,9167
Myntra,38073.02,Debit Card,23-06-2024,9185
Ajio,19352.79,Credit Card,08-06-2024,9196
Myntra,1094.41,Wallet Payment,03-09-2024,9199
Flipkart,8189.93,Debit Card,17-07-2024,9204
Flipkart,27888.58,UPI,03-11-2024,9209
Snapdeal,42504.01,Credit Card,20-10-2024,9231
Myntra,33966.21,Wallet Payment,15-01-2025,9239
Myntra,1979.86,UPI,23-04-2024,9261
Ajio,10258.32,Net Banking,10-09-2024,9281
Amazon,48492.72,Credit Card,06-03-2025,9285
Ajio,1108.02,UPI,12-03-2025,9289
Myntra,25830.91,UPI,27-04-2024,9307
Amazon,35160.65,Wallet Payment,21-07-2024,9311
Flipkart,49081.46,Debit Card,20-05-2024,9317
Myntra,16828.9,Debit Card,08-10-2024,9327
Snapdeal,21859.16,Wallet Payment,12-10-2024,9348
eBay,23779.3,Credit Card,31-01-2025,9355
Ajio,18964.52,Wallet Payment,27-10-2024,9366
Myntra,7216.88,Debit Card,11-05-2024,9369
Flipkart,35967.71,Debit Card,21-10-2024,9375
Myntra,44271.57,UPI,30-05-2024,9395
Ajio,17057.05,UPI,22-02-2025,9410
Ajio,40841.56,Net Banking,01-04-2024,9412
Flipkart,1838.81,UPI,07-09-2024,9428
Flipkart,40685.86,Net Banking,24-12-2024,9446
eBay,17916.71,Wallet Payment,23-12-2024,9462
Amazon,14763,UPI,11-06-2024,9474
Flipkart,6175.83,UPI,22-04-2024,9486
eBay,5272.1,Net Banking,04-06-2024,9504
Snapdeal,21694.86,Credit Card,02-03-2025,9524
Amazon,20107.58,Wallet Payment,28-10-2024,9530
Ajio,43438.15,UPI,19-10-2024,9540
Amazon,29231.99,Credit Card,13-09-2024,9543
eBay,48794.04,Net Banking,29-07-2024,9548
Flipkart,11281.57,Credit Card,04-10-2024,9561
Myntra,30724.32,Debit Card,23-12-2024,9565
eBay,8223.17,Debit Card,29-09-2024,9571
Flipkart,23695.54,Debit Card,24-05-2024,9576
Ajio,43967.98,Wallet Payment,08-05-2024,9586
eBay,28327.75,Net Banking,20-09-2024,9589
Snapdeal,46632.71,Debit Card,23-03-2025,9595
Ajio,12720.96,Net Banking,07-05-2024,9624
eBay,41056.02,Credit Card,24-04-2024,9625
Snapdeal,7937.78,Net Banking,26-10-2024,9626
Flipkart,34334.26,Wallet Payment,05-05-2024,9647
eBay,2755.85,Net Banking,07-04-2024,9653
Amazon,38135.25,Net Banking,11-02-2025,9666
Myntra,18664.53,UPI,07-10-2024,9691
Snapdeal,32718.21,UPI,06-11-2024,9700
Myntra,44849.41,Debit Card,27-10-2024,9702
Amazon,7124.65,Debit Card,14-02-2025,9721
Ajio,42701.67,Credit Card,19-07-2024,9727
Snapdeal,13264.13,Credit Card,28-09-2024,9742
Snapdeal,20439.95,Credit Card,01-08-2024,9759
eBay,19087.25,Credit Card,10-02-2025,9773
Myntra,46974.75,Credit Card,30-07-2024,9775
eBay,40340.97,UPI,17-07-2024,9782
Myntra,40582.26,Wallet Payment,21-02-2025,9785
Flipkart,36617.45,Debit Card,26-04-2024,9796
Snapdeal,7011.44,UPI,02-02-2025,9797
eBay,9207.12,Credit Card,07-08-2024,9806
Flipkart,41090.74,Debit Card,14-02-2025,9813
Amazon,3951.66,Debit Card,27-11-2024,9817
Amazon,21441.09,Debit Card,22-03-2025,9818
Snapdeal,6858.1,Debit Card,03-04-2024,9830
Snapdeal,47467.05,Net Banking,10-09-2024,9835
Myntra,17280.45,Credit Card,25-10-2024,9837
Snapdeal,33975.8,UPI,03-09-2024,9849
Flipkart,44905.71,Debit Card,20-10-2024,9850
Flipkart,3753.93,UPI,07-02-2025,9880
Snapdeal,7358.62,UPI,28-02-2025,9882
Flipkart,34714.19,Net Banking,04-07-2024,9883
Amazon,33071.58,Credit Card,02-05-2024,9897
Snapdeal,5079.09,Debit Card,15-09-2024,9900
Myntra,18281.47,Wallet Payment,13-07-2024,9901
Myntra,4869.35,Debit Card,18-03-2025,9914
Flipkart,28321.55,Debit Card,22-09-2024,9935
eBay,45220.08,Credit Card,26-04-2024,9939
Ajio,16128.31,Debit Card,23-06-2024,9955
eBay,46153.43,UPI,09-06-2024,9962
Amazon,44357.47,Credit Card,25-08-2024,9966
Snapdeal,48994.19,Debit Card,07-03-2025,9972
